147.32.84.165,1313725343,6,173.194.1.21,0.8779714738510301,2482.218120805369
147.32.84.165,1313725385,6,222.187.221.28,104.8,710.3333333333334
147.32.84.165,1313725386,6,222.187.221.28,0,0
147.32.84.165,1313725386,6,119.42.233.243,312,99.8
147.32.84.165,1313725386,6,119.42.233.243,0,0
147.32.84.165,1313725386,6,122.227.164.5,102.83333333333333,991.8
147.32.84.165,1313725387,6,122.227.164.5,0,0
147.32.84.165,1313725393,6,119.42.233.243,124.8,338.6666666666667
147.32.84.165,1313725394,6,119.42.233.243,0,0
147.32.84.165,1313725394,6,119.42.233.239,448.4,272.4
147.32.84.165,1313725394,6,119.42.233.239,0,0
147.32.84.165,1313725394,6,110.75.2.88,158.8,260.6
147.32.84.165,1313725394,6,110.75.2.88,0,0
147.32.84.165,1313725395,6,119.42.233.252,419.42857142857144,250.66666666666666
147.32.84.165,1313725395,6,119.42.233.252,0,0
147.32.84.165,1313725396,6,119.42.233.239,530,148.8
147.32.84.165,1313725396,6,119.42.233.239,0,0
147.32.84.165,1313725396,6,110.75.2.95,132.4,254.4
147.32.84.165,1313725396,6,110.75.2.95,132.4,268
147.32.84.165,1313725397,6,110.75.2.95,0,0
147.32.84.165,1313725397,6,110.75.2.95,0,0
147.32.84.165,1313725397,6,119.42.233.239,557.6,81.8
147.32.84.165,1313725398,6,119.42.233.239,0,0
147.32.84.165,1313725397,6,110.75.2.95,132.4,185
147.32.84.165,1313725398,6,110.75.2.95,0,0
147.32.84.165,1313725397,6,110.75.2.95,132.4,185.2
147.32.84.165,1313725398,6,110.75.2.95,0,0
147.32.84.165,1313725398,6,110.75.2.95,132.4,263
147.32.84.165,1313725399,6,110.75.2.95,0,0
147.32.84.165,1313725398,6,110.75.2.95,132.4,185
147.32.84.165,1313725398,6,119.42.227.212,616.5714285714286,232.5
147.32.84.165,1313725399,6,110.75.2.95,0,0
147.32.84.165,1313725399,6,119.42.227.212,0,0
147.32.84.165,1313725399,6,119.42.227.212,464,271
147.32.84.165,1313725399,6,119.42.227.212,0,0
147.32.84.165,1313725399,6,119.42.227.212,464,271.8
147.32.84.165,1313725400,6,119.42.227.212,0,0
147.32.84.165,1313725400,6,119.42.227.212,464,285.8
147.32.84.165,1313725400,6,119.42.227.212,616.2857142857143,233.16666666666666
147.32.84.165,1313725400,6,119.42.227.212,0,0
147.32.84.165,1313725398,6,110.75.2.95,0,0
147.32.84.165,1313725400,6,119.42.227.212,0,0
147.32.84.165,1313725381,6,58.215.240.6,62.57142857142857,273.2
147.32.84.165,1313725401,6,119.42.227.212,616.2857142857143,241
147.32.84.165,1313725402,6,119.42.227.212,0,0
147.32.84.165,1313725397,6,121.207.229.240,18.216216216216218,2384.4285714285716
147.32.84.165,1313725382,6,64.120.223.180,107.2,448.75
147.32.84.165,1313725397,6,121.207.229.240,28.680851063829788,2540.9411764705883
147.32.84.165,1313725396,6,121.14.63.240,71.72881355932203,2316.190476190476
147.32.84.165,1313725405,6,121.14.63.240,0,0
147.32.84.165,1313725397,6,121.207.229.250,102.48,1549.111111111111
147.32.84.165,1313725397,6,121.207.229.250,90.47619047619048,1533.4285714285713
147.32.84.165,1313725400,6,58.215.107.250,55.69230769230769,1013
147.32.84.165,1313725396,6,121.14.63.240,73.95744680851064,2351.2
147.32.84.165,1313725388,6,221.203.179.12,152.54545454545453,748.4666666666667
147.32.84.165,1313725396,6,121.14.63.240,94.08888888888889,2141.2
147.32.84.165,1313725406,6,119.42.233.240,158,91
147.32.84.165,1313725407,6,119.42.233.240,0,0
147.32.84.165,1313725406,6,119.42.227.250,451.7142857142857,105.83333333333333
147.32.84.165,1313725407,6,119.42.227.250,0,0
147.32.84.165,1313725401,6,221.203.179.12,79.42857142857143,69
147.32.84.165,1313725394,6,116.55.241.240,57.896907216494846,2972.25
147.32.84.165,1313725407,6,119.42.233.252,241.2,143
147.32.84.165,1313725407,6,119.42.233.252,0,0
147.32.84.165,1313725395,6,58.215.107.250,14.345679012345679,2759.964705882353
147.32.84.165,1313725396,6,116.55.241.240,86.53658536585365,2794.181818181818
147.32.84.165,1313725396,6,122.228.242.240,36.97709923664122,3614.121212121212
147.32.84.165,1313725407,6,119.42.233.240,189.2,95
147.32.84.165,1313725407,6,116.55.241.240,0,0
147.32.84.165,1313725408,6,119.42.233.240,0,0
147.32.84.165,1313725389,6,122.228.242.240,35.497630331753555,3102.703125
147.32.84.165,1313725400,6,119.84.122.250,125.84615384615384,920.4
